motif	region	region.gc	region.avgid	RNAphylo	RNAphylo.fdr	hmmpair	no.seq	alignment.len	avgid	no.bps	fraction.paired	expected.covary	observed.covary	alignment.power	fraction.covarying
K09940_downstream.h1_1	K09940_downstream	(0.4,0.44]	(41,46]	42.15	1.4084507042253522	3.94501	17	34	54	12	70.58823529411765	1	3	8.333333333333332	25
K02114_downstream.h1_1	K02114_downstream	(0.4,0.44]	(54,63]	134.31	3.3333333333333335	4.9279	32	31	55.24	12	77.41935483870968	3.8	11	31.666666666666664	91.66666666666666
K00003_upstream.h2_1	K00003_upstream	(0.4,0.44]	(54,63]	136.31	3.3333333333333335	4.79015	34	72	57.7	12	33.33333333333333	2.1	4	17.5	33.33333333333333
K02705_downstream.h2_1.h2_2	K02705_downstream	(0.36,0.4]	(46,54]	166.41	2.7777777777777777	7.99077	162	82	47.35	15	36.58536585365854	9.7	11	64.66666666666666	73.33333333333333
K01602_downstream.h1_2	K01602_downstream	(0.4,0.44]	(46,54]	142.8	1.1764705882352942	4.76274	59	30	65.64	12	80	4.7	8	39.166666666666664	66.66666666666666
K01000_downstream.h1_1	K01000_downstream	(0.36,0.4]	(46,54]	44.86	2.7777777777777777	2.9792	28	37	65.93	12	64.86486486486487	2.5	5	20.833333333333336	41.66666666666667
K15577_upstream.h1_2.h1_3.h1_1.h1_5	K15577_upstream	(0.4,0.44]	(54,63]	146.72	3.3333333333333335	5.07092	54	149	70.89	35	46.97986577181208	9.4	7	26.857142857142858	20
K01056_upstream.h1_2	K01056_upstream	(0.36,0.4]	(46,54]	22.91	2.7777777777777777	1.76234	18	40	63.49	6	30	0.3	3	5	50
K00286_upstream.h1_1	K00286_upstream	(0.36,0.4]	(54,63]	57.04	10	0	39	45	64.49	12	53.333333333333336	2.4	3	20	25
K00099_downstream.h1_1	K00099_downstream	(0.4,0.44]	(46,54]	25.58	1.1764705882352942	2.39898	9	33	73.06	13	78.78787878787878	0.2	0	1.5384615384615385	0
K02711_downstream.h1_1	K02711_downstream	(0.4,0.44]	(46,54]	124.26	1.1764705882352942	4.25336	53	38	63.83	14	73.68421052631578	5.2	9	37.142857142857146	64.28571428571429
K03320_downstream.h1_2	K03320_downstream	(0.4,0.44]	(46,54]	148.1	1.1764705882352942	5.94317	75	51	57.16	11	43.13725490196079	5.1	9	46.36363636363636	81.81818181818183
K02012_downstream.h1_3	K02012_downstream	(0.4,0.44]	(46,54]	44.7	1.1764705882352942	6.19183	6	41	48.82	14	68.29268292682927	0.5	5	3.571428571428571	35.714285714285715
K10257_upstream.h1_5	K10257_upstream	(0,0.36]	(54,63]	18.36	3.225806451612903	1.57969	20	48	65.47	12	50	0.6	2	5	16.666666666666664
K11645_downstream.h1_1	K11645_downstream	(0.4,0.44]	(35,41]	31.01	6.25	3.5463	8	30	63.1	12	80	0.5	2	4.166666666666666	16.666666666666664
K02716_downstream.h1_5	K02716_downstream	(0.4,0.44]	(46,54]	185.32	1.1764705882352942	2.82205	76	33	64.96	10	60.60606060606061	2.8	6	27.999999999999996	60
K13009_downstream.h2_3	K13009_downstream	(0.44,0.48]	(41,46]	7.78	6.25	2.68635	21	50	78.01	17	68	0.5	0	2.941176470588235	0
K03524_upstream.h2_1.h2_3	K03524_upstream	(0.4,0.44]	(46,54]	42.28	1.1764705882352942	8.25618	25	112	85.92	32	57.14285714285714	1.2	0	3.75	0
K01436_downstream.h2_1	K01436_downstream	(0.4,0.44]	(46,54]	28.85	1.1764705882352942	4.33915	30	90	78.38	24	53.333333333333336	1.2	1	5	4.166666666666666
K07738_downstream.h1_2.h1_4	K07738_downstream	(0.4,0.44]	(54,63]	30.61	6.666666666666667	3.65973	53	54	66.19	11	40.74074074074074	0.5	3	4.545454545454546	27.27272727272727
K03564_downstream.h1_4	K03564_downstream	(0.4,0.44]	(41,46]	110.05	1.4084507042253522	2.99544	29	39	58.93	13	66.66666666666666	2.3	5	17.69230769230769	38.46153846153847
K02501_upstream.h1_3	K02501_upstream	(0.4,0.44]	(46,54]	5.46	7.0588235294117645	0	15	34	90.06	6	35.294117647058826	0	0	0	0
K02897_downstream.h2_1.h2_2	K02897_downstream	(0.4,0.44]	(46,54]	82.05	1.1764705882352942	3.23087	56	85	52.88	12	28.235294117647058	3.3	2	27.499999999999996	16.666666666666664
K06872_downstream.h1_4	K06872_downstream	(0.4,0.44]	(41,46]	101.96	1.4084507042253522	0.468892	34	54	53.53	17	62.96296296296296	6	5	35.294117647058826	29.411764705882355
K08972_upstream.h1_1	K08972_upstream	(0.36,0.4]	(46,54]	92.43	2.7777777777777777	2.97783	12	37	59.31	17	91.8918918918919	1.6	3	9.411764705882353	17.647058823529413
K01733_upstream.h1_1	K01733_upstream	(0.4,0.44]	(41,46]	144.29	1.4084507042253522	0.0317637	122	29	73.87	10	68.96551724137932	3	1	30	10
K01589_downstream.h1_4	K01589_downstream	(0.4,0.44]	(46,54]	61.26	1.1764705882352942	4.88108	23	41	76.41	17	82.92682926829268	1.3	4	7.647058823529412	23.52941176470588
